110.894296343, 37.4964478287
111.835902901, 36.9885215729
113.673227916, 38.8941006730
112.092865245, 37.3745108496
113.569237601, 37.8695294932
112.024547796, 35.1798398951
112.346549540, 35.5285176238
113.702002222, 37.6993129778
113.177409910, 36.2165783452
111.371509246, 35.6217854878
112.730596952, 40.0293222862
112.537455966, 35.5004013628
111.682302411, 37.1491221089
112.935115353, 35.8097424579
111.744757143, 39.0087308579
112.824146179, 35.7057631078
113.488280058, 37.6475517630
111.886120694, 36.5589245886
112.577408606, 37.7535279708
112.079105975, 37.1365049982
112.577006878, 39.3092760039
112.729140860, 36.7190707972
112.223403410, 37.1660965269
112.795574343, 40.0307240292
113.711962451, 37.7303166812
111.694432754, 36.6755506668
112.603952097, 37.8653107047
112.496316142, 37.9432433711
111.875907818, 35.7343738478
112.942452926, 36.7095563792
113.768977940, 37.8492714173
111.666784935, 35.3172408587
112.873465995, 36.2499342520
112.178314285, 37.2046978388
112.209716814, 35.6929753670
112.938919064, 38.7155956226
111.660087710, 35.7089431725
113.282731503, 36.3235358467
112.174634604, 37.2096480943
112.550863589, 37.8902770539
113.712558562, 37.6193212827
112.572804844, 37.5570958561
111.745995912, 37.3167643091
111.666037602, 35.3036898310
112.488439979, 37.9727578395
113.525739223, 37.9090087420
113.715214693, 37.6646275069
112.658059130, 38.6721838529
112.736432532, 37.4076964144
112.747511199, 38.4334025941
113.540770659, 37.8908042445
112.917127237, 39.5831036720
113.725960087, 37.5771835862
113.302016091, 40.1127995536
111.793416605, 37.1484767775
111.793500425, 37.2247314316
111.617128483, 36.1859134696
113.290508673, 40.1137444997
111.744757143, 39.0087308579
112.159442750, 37.2011854503
111.198905623, 36.9867288044
112.501569826, 37.8669037426
112.486190170, 35.6712929000
110.904864088, 35.5689844209
112.588788770, 37.9007636558
113.451799607, 38.0553048133
113.650934138, 37.6457459191
111.130963033, 38.4713022288
112.394983014, 36.8065693199
110.933815182, 37.7391611750
112.376445826, 37.5991458096
112.799571596, 35.4425044674
111.909635426, 35.9163944501
111.853172530, 37.0059001879
113.588018328, 37.8109819298
111.999279741, 37.3823127921
111.071731431, 38.8738050082
113.632202357, 37.9104863016
111.819927154, 37.6870455848
112.506611695, 35.3892378659
112.821309330, 36.2312961502
112.725586867, 38.9991837207
111.756788960, 35.6536073418
111.578490118, 35.5000393116
112.584643095, 37.8345121577
112.967356021, 38.4951388951
112.258194958, 37.2215200435
112.387085117, 37.5932424473
111.814373857, 37.1445529125
112.748592975, 35.6524255781
113.145608425, 35.9377589319
113.799049121, 40.2873285916
112.863858058, 35.4868795125
112.754126435, 37.6992829347
111.922579732, 37.3463967212
114.374459858, 39.7591796558
113.064117811, 36.0520380687
110.872110782, 35.5593092172
112.055603482, 37.4700898417
112.110009648, 35.8082365583
110.773111535, 38.0554550402
110.876926754, 37.4037541462
112.750730915, 38.3122559323
112.433239844, 35.3706644964
113.309353909, 36.9472280617
112.432883551, 35.4845212273
113.155231798, 40.0133271822
112.396862134, 37.6558571585
111.735503550, 36.8344871933
111.590476559, 36.4862265473
113.078344272, 36.1547587334
111.796645488, 36.8561430922
112.682128319, 38.8388761727
112.041108708, 37.2138689984
112.576489320, 37.8138533333
113.434068388, 38.4515676738
113.786852575, 37.8136168632
112.469065951, 37.2921980866
112.155305343, 37.5597559919
112.006360833, 37.3901734547
112.108297597, 37.4269836800
113.371997904, 35.9926519337
111.159895357, 37.5252874357
112.509861837, 37.8629972745
111.671903276, 39.4646492328
112.827756830, 35.7351943585
112.107739023, 37.9051792825
112.107739023, 37.9051792825
110.875565578, 37.8649209435
112.861242835, 35.9464443289
112.988973483, 36.5802007857
113.621442428, 37.8077082567
111.685117868, 36.3853660014
111.036581852, 36.6750454827
113.656723445, 37.0742285681
112.586892377, 37.8252585815
113.120292085, 36.2016643857
111.789907644, 37.2681878061
111.521874338, 36.9123353624
112.158891430, 37.6533748413
113.279147207, 36.0796516811
111.120609398, 38.1754311821
112.663202981, 37.8657373020
112.648112032, 35.5324474172
113.123374800, 36.1933363892
112.085473723, 37.7918314860
113.467817156, 36.9855955711
111.782258013, 37.2773896167
111.578999523, 38.7118502410
113.459724267, 38.0680175161
113.024005772, 38.6950040655
111.815494259, 37.1350574590
112.501307057, 37.6943682781
111.772888078, 35.6857945645
111.758688366, 37.2015503286
113.115190752, 35.8447493919
113.045865239, 36.0095699006
112.408229043, 37.2742551504
112.595071023, 37.8985202650
113.395600310, 38.7647567935
112.469065951, 37.2921980866
113.631811417, 36.9573131789
112.724572950, 38.6414205735
111.653441774, 36.6649064852
111.819927154, 37.6870455848
112.875152306, 36.8381923906
112.395789341, 35.5083764431
112.508737759, 38.0039894100
113.311205580, 37.0422875490
111.986090383, 37.2420095556
112.949352991, 37.1476236142
113.215103886, 36.1201731108
112.594562344, 37.8216789252
112.580885318, 37.8378979248
112.614964873, 37.8897173948
112.201549167, 36.3833304389
111.853107124, 36.5568216411
113.705319811, 37.3127857484
113.537543748, 38.1761475806
112.080475923, 36.5460002090
112.585649328, 37.8766673703
111.942154829, 37.0385518908
112.152447938, 37.3164862702
113.826081556, 37.8299347328
112.681894703, 38.4454344635
112.121968914, 35.5566017681
112.382919022, 35.5301504490
112.886401986, 38.3909569804
116.691649908, 40.1225050161
111.134267769, 38.4730232341
112.543803510, 37.9666419039
112.193895833, 38.8218896663
113.584481486, 37.8791961300
111.847255687, 37.2137675369
115.249591891, 38.5868318847
111.774522760, 35.7211347502
113.128012723, 36.3102219288
112.516856976, 37.8629459287
112.569766265, 37.8682717971
112.549335122, 37.8559961611
113.360524320, 38.5987527205
119.922895898, 32.9861876165
113.540770659, 37.8908042445
111.001839491, 37.9682968168
112.519703616, 37.8990910657
111.917915009, 37.0642160003
112.739254873, 38.4153227436
111.837263560, 36.5769116582
112.568838725, 40.0029213076
110.752461617, 37.2703590464
112.202250054, 37.0010546469
112.888788747, 39.0195803988
111.283322809, 37.5458080822
112.656085850, 38.5711870147
111.283322809, 37.5458080822
110.866266252, 38.4204879567
113.911378456, 37.6947229228
112.579885594, 37.8930265190
111.672853079, 35.7305669106
112.329958728, 37.3598470451
112.644029232, 37.9255836948
113.068019302, 37.0294237785
113.380210829, 37.6475806685
112.557926078, 37.8784613028
111.927545838, 35.7629665470
113.184796942, 37.8745915419
111.097914857, 38.5927127680
113.617109726, 37.9294120399
112.099020402, 37.1938116329
113.078344272, 36.1547587334
112.779712928, 38.9680714301
112.360848874, 37.6221061740
111.627631035, 35.5600553664
111.745995912, 37.3167643091
111.627631035, 35.5600553664
112.347732009, 36.5012054177
111.659377891, 36.3255141803
111.820303961, 38.9920026752
112.630725310, 37.8102614580
111.561181602, 36.3446230544
111.793500425, 37.2247314316
112.034503362, 37.2646725625
112.533908342, 37.8647030663
112.874105801, 35.5060901030
113.618596097, 36.9904730924
112.107739023, 37.9051792825
111.771123857, 36.2731148257
114.943358416, 33.0514455061
112.051805216, 37.3237270188
111.192933838, 35.2894657037
111.847912259, 38.9200410293
112.161209989, 37.5748903175
112.601469730, 37.8008327006
112.562184657, 37.8481846695
112.575201522, 37.7433434841
111.134267769, 38.4730232341
111.192300117, 38.4162645990
111.794601456, 37.1433550331
113.341145027, 36.9917199077
111.819927154, 37.6870455848
113.235308631, 37.1119409322
113.296965872, 40.1025428665
113.595141432, 37.8666824382
112.749023586, 37.6992536111
110.728161970, 36.1586773174
112.843736527, 37.6508246890
111.149434230, 37.6051448856
112.556200152, 39.2432724372
111.046967985, 38.4788430922
112.402856976, 37.8946934475
111.227395021, 35.3572297559
113.703369985, 37.5934501014
112.252150055, 35.5034590098
112.848283111, 35.4854062920
113.232681754, 38.3431482529
112.011152313, 37.3205859616
113.298652258, 36.9356859596
111.890335813, 37.2636892127
112.571892082, 37.8714125805
112.115601831, 37.4676717475
112.950412458, 35.7221707793
114.065151580, 37.7184850740
112.730797381, 38.5139870531
112.609055023, 37.8645045932
112.446978117, 35.3877120991
110.742358615, 35.6942641317
112.757772632, 36.6419985761
111.997157263, 35.5706929928
111.696092619, 36.3558097354
111.456130860, 35.8847630207
111.069311082, 38.3922625839
111.971723711, 37.3386267193
111.659377891, 36.3255141803
112.666260921, 38.0318320610
112.496316142, 37.9432433711
113.010996205, 36.0826385917
111.032258005, 38.3990305501
113.520431046, 37.8895609800
112.497776452, 35.4931616625
113.728782589, 37.7366449328
112.785872998, 38.3598163567
112.897135383, 36.1250209231
113.120292085, 36.2016643857
113.611616242, 37.8515758603
113.759877463, 37.7877264939
112.521952836, 37.5705575561
111.012113259, 38.0098220244
110.979619751, 37.7934107196
112.580451175, 37.9217190363
111.723401595, 36.5812857238
112.442208508, 35.4886936603
113.216148491, 39.1239594648
112.979086556, 37.0662615250
111.705943450, 38.3936161575
112.749915768, 38.5017308123
110.675389205, 35.3405709135
111.913067305, 37.0251274124
113.811751946, 37.4930104313
112.017816149, 35.1673192914
110.853623939, 37.0045251728
112.538756496, 37.9332712579
112.524054289, 35.6744200160
111.529775122, 36.4425715850
111.788388111, 37.1598818062
112.586984437, 37.8318670790
111.682302411, 37.1491221089
113.636749350, 37.8783546765
111.882036830, 36.9004063872
112.595065003, 38.4623365889
111.690367783, 36.3128115021
111.919912493, 37.0370482446
114.779469996, 36.3179856040
113.594160549, 37.7281554716
112.615969628, 37.8877218523
111.439774095, 37.1475516611
110.746579805, 36.4691734083
111.546612236, 37.0539890444
112.137265919, 37.3644787635
111.454034699, 35.5165139045
112.684353485, 38.3095021863
112.756608573, 38.4045368375
112.701680556, 38.7574328657
111.588496752, 36.3154947505
113.716227465, 37.3971478647
112.613049945, 37.7862479472
111.151907952, 37.5243434522
113.010529734, 36.0595069583
111.735503550, 36.8344871933
112.632857350, 35.4805358555
112.517157744, 37.8967166049
112.169684444, 37.2041351918
112.704106334, 38.7372876509
111.530790647, 36.0772319910
111.606640559, 38.3438133720
113.081796270, 36.5060431663
111.625720411, 37.2662681753
111.890825735, 35.1245068557
113.372186698, 38.1357974048
113.706403150, 37.4942424375
112.425463350, 35.4902577534
113.361523965, 37.1031035105
113.282164192, 35.9952281316
112.804053307, 35.6962987587
112.215948697, 35.6930286559
112.536281736, 35.4758732216
111.745995912, 37.3167643091
113.065819854, 36.4405334868
113.229147387, 36.3273811121
111.035280756, 38.1080504519
113.650934138, 37.6457459191
111.990581045, 37.3684871622
112.994580321, 35.7431746627
111.785181596, 36.9336392728
112.579335612, 37.8103747266
112.908511939, 38.9777141186
111.829386464, 37.1586458177
111.785181596, 36.9336392728
110.993271893, 38.4946709901
111.521572570, 36.9124403930
111.845115036, 35.9681291109
112.437041543, 37.8412455873
112.553482505, 37.8922083844
111.995188019, 37.0254762759
112.195020867, 35.5571342061
113.582254824, 37.9415028599
111.172875292, 35.6315825405
111.938499230, 37.4140193008
113.525739223, 37.9090087420
112.265493260, 37.1480897784
112.749354281, 35.4361411248
112.561441255, 37.8942801642
113.761020268, 36.9097267016
113.064117811, 36.0520380687
112.413805881, 35.4964565461
111.754751371, 37.2920739236
112.401287890, 35.7375820917
112.938471490, 36.1252230221
112.223403410, 37.1660965269
112.855668140, 39.1144317606
112.954180823, 37.1400499815
113.612838117, 37.8578653614
113.455530967, 38.2804734797
112.040655430, 37.4377585795
113.699871054, 37.7407715569
